[14 Oct] 03:29:36 | INFO | Iteration #1
[14 Oct] 04:20:54 | INFO | Page #10  Lot #92
[14 Oct] 04:20:54 | INFO | Page #10  Lot #93
[14 Oct] 04:20:55 | INFO | Page #10  Lot #94
[14 Oct] 04:20:55 | INFO | Page #10  Lot #95
[14 Oct] 04:20:55 | INFO | Page #10  Lot #96
[14 Oct] 04:20:56 | INFO | Page #10  Lot #97
[14 Oct] 04:20:56 | INFO | Page #10  Lot #98
[14 Oct] 04:20:56 | INFO | Page #10  Lot #99
[14 Oct] 04:20:57 | INFO | Page #10  Lot #100
[14 Oct] 04:21:58 | INFO | Iteration #29

[14 Oct] 04:22:07 | INFO | Page #1  Lot #1
[14 Oct] 04:22:07 | INFO | Page #1  Lot #2
[14 Oct] 04:22:08 | INFO | Page #1  Lot #3
[14 Oct] 04:22:08 | INFO | Page #1  Lot #4
[14 Oct] 04:22:08 | INFO | Page #1  Lot #5
[14 Oct] 04:22:09 | INFO | Page #1  Lot #6
[14 Oct] 04:22:09 | INFO | Page #1  Lot #7
[14 Oct] 04:22:09 | INFO | Page #1  Lot #8
[14 Oct] 04:22:10 | INFO | Page #1  Lot #9
[14 Oct] 04:22:10 | INFO | Page #1  Lot #10
[14 Oct] 04:22:11 | INFO | Page #2  Lot #11
[14 Oct] 04:22:12 | INFO | Page #2  Lot #12
[14 Oct] 04:22:12 | INFO | Page #2  Lot #13
[14 Oct] 04:22:12 | INFO | Page #2  Lot #14
[14 Oct] 04:22:13 | INFO | Page #2  Lot #15
[14 Oct] 04:22:13 | INFO | Page #2  Lot #16
[14 Oct] 04:22:13 | INFO | Page #2  Lot #17
[14 Oct] 04:22:14 | INFO | Page #2  Lot #18
[14 Oct] 04:22:14 | INFO | Page #2  Lot #19
[14 Oct] 04:22:14 | INFO | Page #2  Lot #20
[14 Oct] 04:22:17 | INFO | Page #3  Lot #21
[14 Oct] 04:22:17 | INFO | Page #3  Lot #22
[14 Oct] 04:22:18 | INFO | Page #3  Lot #23
[14 Oct] 04:22:18 | INFO | Page #3  Lot #24
[14 Oct] 04:22:18 | INFO | Page #3  Lot #25
[14 Oct] 04:22:19 | INFO | Page #3  Lot #26
[14 Oct] 04:22:19 | INFO | Page #3  Lot #27
[14 Oct] 04:22:19 | INFO | Page #3  Lot #28
[14 Oct] 04:22:20 | INFO | Page #3  Lot #29
[14 Oct] 04:22:20 | INFO | Page #3  Lot #30
[14 Oct] 04:22:23 | INFO | Page #4  Lot #31
[14 Oct] 04:22:23 | INFO | Page #4  Lot #32
[14 Oct] 04:22:24 | INFO | Page #4  Lot #33
[14 Oct] 04:22:24 | INFO | Page #4  Lot #34
[14 Oct] 04:22:24 | INFO | Page #4  Lot #35
[14 Oct] 04:22:25 | INFO | Page #4  Lot #36
[14 Oct] 04:22:25 | INFO | Page #4  Lot #37
[14 Oct] 04:22:25 | INFO | Page #4  Lot #38
[14 Oct] 04:22:26 | INFO | Page #4  Lot #39
[14 Oct] 04:22:26 | INFO | Page #4  Lot #40
[14 Oct] 04:22:28 | INFO | Page #5  Lot #41
[14 Oct] 04:22:29 | INFO | Page #5  Lot #42
[14 Oct] 04:22:29 | INFO | Page #5  Lot #43
[14 Oct] 04:22:29 | INFO | Page #5  Lot #44
[14 Oct] 04:22:30 | INFO | Page #5  Lot #45
[14 Oct] 04:22:30 | INFO | Page #5  Lot #46
[14 Oct] 04:22:30 | INFO | Page #5  Lot #47
[14 Oct] 04:22:31 | INFO | Page #5  Lot #48
[14 Oct] 04:22:31 | INFO | Page #5  Lot #49
[14 Oct] 04:22:31 | INFO | Page #5  Lot #50
[14 Oct] 04:22:35 | INFO | Page #6  Lot #51
[14 Oct] 04:22:35 | INFO | Page #6  Lot #52
[14 Oct] 04:22:36 | INFO | Page #6  Lot #53
[14 Oct] 04:22:36 | INFO | Page #6  Lot #54
[14 Oct] 04:22:36 | INFO | Page #6  Lot #55
[14 Oct] 04:22:37 | INFO | Page #6  Lot #56
[14 Oct] 04:22:37 | INFO | Page #6  Lot #57
[14 Oct] 04:22:37 | INFO | Page #6  Lot #58
[14 Oct] 04:22:38 | INFO | Page #6  Lot #59
[14 Oct] 04:22:38 | INFO | Page #6  Lot #60
[14 Oct] 04:22:48 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 04:23:48 | INFO | Iteration #30

[14 Oct] 04:23:57 | INFO | Page #1  Lot #1
[14 Oct] 04:23:57 | INFO | Page #1  Lot #2
[14 Oct] 04:23:58 | INFO | Page #1  Lot #3
[14 Oct] 04:23:58 | INFO | Page #1  Lot #4
[14 Oct] 04:23:58 | INFO | Page #1  Lot #5
[14 Oct] 04:23:59 | INFO | Page #1  Lot #6
[14 Oct] 04:23:59 | INFO | Page #1  Lot #7
[14 Oct] 04:23:59 | INFO | Page #1  Lot #8
[14 Oct] 04:24:00 | INFO | Page #1  Lot #9
[14 Oct] 04:24:00 | INFO | Page #1  Lot #10
[14 Oct] 04:24:01 | INFO | Page #2  Lot #11
[14 Oct] 04:24:02 | INFO | Page #2  Lot #12
[14 Oct] 04:24:02 | INFO | Page #2  Lot #13
[14 Oct] 04:24:03 | INFO | Page #2  Lot #14
[14 Oct] 04:24:03 | INFO | Page #2  Lot #15
[14 Oct] 04:24:03 | INFO | Page #2  Lot #16
[14 Oct] 04:24:04 | INFO | Page #2  Lot #17
[14 Oct] 04:24:04 | INFO | Page #2  Lot #18
[14 Oct] 04:24:04 | INFO | Page #2  Lot #19
[14 Oct] 04:24:05 | INFO | Page #2  Lot #20
[14 Oct] 04:24:06 | INFO | Page #3  Lot #21
[14 Oct] 04:24:06 | INFO | Page #3  Lot #22
[14 Oct] 04:24:07 | INFO | Page #3  Lot #23
[14 Oct] 04:24:07 | INFO | Page #3  Lot #24
[14 Oct] 04:24:07 | INFO | Page #3  Lot #25
[14 Oct] 04:24:08 | INFO | Page #3  Lot #26
[14 Oct] 04:24:08 | INFO | Page #3  Lot #27
[14 Oct] 04:24:08 | INFO | Page #3  Lot #28
[14 Oct] 04:24:09 | INFO | Page #3  Lot #29
[14 Oct] 04:24:09 | INFO | Page #3  Lot #30
[14 Oct] 04:24:11 | INFO | Page #4  Lot #31
[14 Oct] 04:24:11 | INFO | Page #4  Lot #32
[14 Oct] 04:24:12 | INFO | Page #4  Lot #33
[14 Oct] 04:24:12 | INFO | Page #4  Lot #34
[14 Oct] 04:24:12 | INFO | Page #4  Lot #35
[14 Oct] 04:24:13 | INFO | Page #4  Lot #36
[14 Oct] 04:24:13 | INFO | Page #4  Lot #37
[14 Oct] 04:24:13 | INFO | Page #4  Lot #38
[14 Oct] 04:24:14 | INFO | Page #4  Lot #39
[14 Oct] 04:24:14 | INFO | Page #4  Lot #40
[14 Oct] 04:24:16 | INFO | Page #5  Lot #41
[14 Oct] 04:24:17 | INFO | Page #5  Lot #42
[14 Oct] 04:24:17 | INFO | Page #5  Lot #43
[14 Oct] 04:24:18 | INFO | Page #5  Lot #44
[14 Oct] 04:24:18 | INFO | Page #5  Lot #45
[14 Oct] 04:24:18 | INFO | Page #5  Lot #46
[14 Oct] 04:24:19 | INFO | Page #5  Lot #47
[14 Oct] 04:24:19 | INFO | Page #5  Lot #48
[14 Oct] 04:24:19 | INFO | Page #5  Lot #49
[14 Oct] 04:24:20 | INFO | Page #5  Lot #50
[14 Oct] 04:24:21 | INFO | Page #6  Lot #51
[14 Oct] 04:24:21 | INFO | Page #6  Lot #52
[14 Oct] 04:24:22 | INFO | Page #6  Lot #53
[14 Oct] 04:24:22 | INFO | Page #6  Lot #54
[14 Oct] 04:24:22 | INFO | Page #6  Lot #55
[14 Oct] 04:24:23 | INFO | Page #6  Lot #56
[14 Oct] 04:24:23 | INFO | Page #6  Lot #57
[14 Oct] 04:24:23 | INFO | Page #6  Lot #58
[14 Oct] 04:24:24 | INFO | Page #6  Lot #59
[14 Oct] 04:24:24 | INFO | Page #6  Lot #60
[14 Oct] 04:24:26 | INFO | Page #7  Lot #61
[14 Oct] 04:24:26 | INFO | Page #7  Lot #62
[14 Oct] 04:24:27 | INFO | Page #7  Lot #63
[14 Oct] 04:24:27 | INFO | Page #7  Lot #64
[14 Oct] 04:24:27 | INFO | Page #7  Lot #65
[14 Oct] 04:24:28 | INFO | Page #7  Lot #66
[14 Oct] 04:24:28 | INFO | Page #7  Lot #67
[14 Oct] 04:24:28 | INFO | Page #7  Lot #68
[14 Oct] 04:24:29 | INFO | Page #7  Lot #69
[14 Oct] 04:24:29 | INFO | Page #7  Lot #70
[14 Oct] 04:24:39 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 04:25:39 | INFO | Iteration #31

[14 Oct] 04:25:48 | INFO | Page #1  Lot #1
[14 Oct] 04:25:49 | INFO | Page #1  Lot #2
[14 Oct] 04:25:49 | INFO | Page #1  Lot #3
[14 Oct] 04:25:49 | INFO | Page #1  Lot #4
[14 Oct] 04:25:50 | INFO | Page #1  Lot #5
[14 Oct] 04:25:50 | INFO | Page #1  Lot #6
[14 Oct] 04:25:50 | INFO | Page #1  Lot #7
[14 Oct] 04:25:51 | INFO | Page #1  Lot #8
[14 Oct] 04:25:51 | INFO | Page #1  Lot #9
[14 Oct] 04:25:51 | INFO | Page #1  Lot #10
[14 Oct] 04:25:52 | INFO | Page #2  Lot #11
[14 Oct] 04:25:53 | INFO | Page #2  Lot #12
[14 Oct] 04:25:53 | INFO | Page #2  Lot #13
[14 Oct] 04:25:53 | INFO | Page #2  Lot #14
[14 Oct] 04:25:54 | INFO | Page #2  Lot #15
[14 Oct] 04:25:54 | INFO | Page #2  Lot #16
[14 Oct] 04:25:54 | INFO | Page #2  Lot #17
[14 Oct] 04:25:55 | INFO | Page #2  Lot #18
[14 Oct] 04:25:55 | INFO | Page #2  Lot #19
[14 Oct] 04:25:55 | INFO | Page #2  Lot #20
[14 Oct] 04:25:57 | INFO | Page #3  Lot #21
[14 Oct] 04:25:57 | INFO | Page #3  Lot #22
[14 Oct] 04:25:57 | INFO | Page #3  Lot #23
[14 Oct] 04:25:58 | INFO | Page #3  Lot #24
[14 Oct] 04:25:58 | INFO | Page #3  Lot #25
[14 Oct] 04:25:58 | INFO | Page #3  Lot #26
[14 Oct] 04:25:59 | INFO | Page #3  Lot #27
[14 Oct] 04:25:59 | INFO | Page #3  Lot #28
[14 Oct] 04:25:59 | INFO | Page #3  Lot #29
[14 Oct] 04:26:00 | INFO | Page #3  Lot #30
[14 Oct] 04:26:02 | INFO | Page #4  Lot #31
[14 Oct] 04:26:02 | INFO | Page #4  Lot #32
[14 Oct] 04:26:02 | INFO | Page #4  Lot #33
[14 Oct] 04:26:03 | INFO | Page #4  Lot #34
[14 Oct] 04:26:03 | INFO | Page #4  Lot #35
[14 Oct] 04:26:03 | INFO | Page #4  Lot #36
[14 Oct] 04:26:04 | INFO | Page #4  Lot #37
[14 Oct] 04:26:04 | INFO | Page #4  Lot #38
[14 Oct] 04:26:04 | INFO | Page #4  Lot #39
[14 Oct] 04:26:05 | INFO | Page #4  Lot #40
[14 Oct] 04:26:07 | INFO | Page #5  Lot #41
[14 Oct] 04:26:08 | INFO | Page #5  Lot #42
[14 Oct] 04:26:08 | INFO | Page #5  Lot #43
[14 Oct] 04:26:08 | INFO | Page #5  Lot #44
[14 Oct] 04:26:09 | INFO | Page #5  Lot #45
[14 Oct] 04:26:09 | INFO | Page #5  Lot #46
[14 Oct] 04:26:09 | INFO | Page #5  Lot #47
[14 Oct] 04:26:10 | INFO | Page #5  Lot #48
[14 Oct] 04:26:10 | INFO | Page #5  Lot #49
[14 Oct] 04:26:10 | INFO | Page #5  Lot #50
[14 Oct] 04:26:12 | INFO | Page #6  Lot #51
[14 Oct] 04:26:12 | INFO | Page #6  Lot #52
[14 Oct] 04:26:12 | INFO | Page #6  Lot #53
[14 Oct] 04:26:13 | INFO | Page #6  Lot #54
[14 Oct] 04:26:13 | INFO | Page #6  Lot #55
[14 Oct] 04:26:13 | INFO | Page #6  Lot #56
[14 Oct] 04:26:14 | INFO | Page #6  Lot #57
[14 Oct] 04:26:14 | INFO | Page #6  Lot #58
[14 Oct] 04:26:14 | INFO | Page #6  Lot #59
[14 Oct] 04:26:15 | INFO | Page #6  Lot #60
[14 Oct] 04:26:18 | INFO | Page #7  Lot #61
[14 Oct] 04:26:18 | INFO | Page #7  Lot #62
[14 Oct] 04:26:18 | INFO | Page #7  Lot #63
[14 Oct] 04:26:19 | INFO | Page #7  Lot #64
[14 Oct] 04:26:19 | INFO | Page #7  Lot #65
[14 Oct] 04:26:19 | INFO | Page #7  Lot #66
[14 Oct] 04:26:20 | INFO | Page #7  Lot #67
[14 Oct] 04:26:20 | INFO | Page #7  Lot #68
[14 Oct] 04:26:21 | INFO | Page #7  Lot #69
[14 Oct] 04:26:21 | INFO | Page #7  Lot #70
[14 Oct] 04:26:25 | INFO | Page #8  Lot #71
[14 Oct] 04:26:26 | INFO | Page #8  Lot #72
[14 Oct] 04:26:26 | INFO | Page #8  Lot #73
[14 Oct] 04:26:26 | INFO | Page #8  Lot #74
[14 Oct] 04:26:27 | INFO | Page #8  Lot #75
[14 Oct] 04:26:27 | INFO | Page #8  Lot #76
[14 Oct] 04:26:27 | INFO | Page #8  Lot #77
[14 Oct] 04:26:28 | INFO | Page #8  Lot #78
[14 Oct] 04:26:28 | INFO | Page #8  Lot #79
[14 Oct] 04:26:28 | INFO | Page #8  Lot #80
[14 Oct] 04:26:30 | INFO | Page #9  Lot #81
[14 Oct] 04:26:31 | INFO | Page #9  Lot #82
[14 Oct] 04:26:31 | INFO | Page #9  Lot #83
[14 Oct] 04:26:31 | INFO | Page #9  Lot #84
[14 Oct] 04:26:32 | INFO | Page #9  Lot #85
[14 Oct] 04:26:32 | INFO | Page #9  Lot #86
[14 Oct] 04:26:32 | INFO | Page #9  Lot #87
[14 Oct] 04:26:33 | INFO | Page #9  Lot #88
[14 Oct] 04:26:33 | INFO | Page #9  Lot #89
[14 Oct] 04:26:34 | INFO | Page #9  Lot #90
[14 Oct] 04:26:35 | INFO | Page #10  Lot #91
[14 Oct] 04:26:35 | INFO | Page #10  Lot #92
[14 Oct] 04:26:36 | INFO | Page #10  Lot #93
[14 Oct] 04:26:36 | INFO | Page #10  Lot #94
[14 Oct] 04:26:36 | INFO | Page #10  Lot #95
[14 Oct] 04:26:37 | INFO | Page #10  Lot #96
[14 Oct] 04:26:37 | INFO | Page #10  Lot #97
[14 Oct] 04:26:37 | INFO | Page #10  Lot #98
[14 Oct] 04:26:38 | INFO | Page #10  Lot #99
[14 Oct] 04:26:38 | INFO | Page #10  Lot #100
[14 Oct] 04:27:39 | INFO | Iteration #32

[25 Jan] 20:03:45 | INFO | Iteration #1

[25 Jan] 20:03:53 | INFO | Page #1  Lot #1
[25 Jan] 20:03:53 | INFO | Page #1  Lot #2
[25 Jan] 20:03:53 | INFO | Page #1  Lot #3
[25 Jan] 20:03:54 | INFO | Page #1  Lot #4
[25 Jan] 20:03:54 | INFO | Page #1  Lot #5
[25 Jan] 20:03:54 | INFO | Page #1  Lot #6
[25 Jan] 20:03:55 | INFO | Page #1  Lot #7
[25 Jan] 20:03:55 | INFO | Page #1  Lot #8
[25 Jan] 20:03:55 | INFO | Page #1  Lot #9
[25 Jan] 20:03:56 | INFO | Page #1  Lot #10
[25 Jan] 20:03:58 | INFO | Page #2  Lot #11
[25 Jan] 20:03:58 | INFO | Page #2  Lot #12
[25 Jan] 20:03:58 | INFO | Page #2  Lot #13
[25 Jan] 20:03:59 | INFO | Page #2  Lot #14
[25 Jan] 20:03:59 | INFO | Page #2  Lot #15
[25 Jan] 20:03:59 | INFO | Page #2  Lot #16
[25 Jan] 20:04:00 | INFO | Page #2  Lot #17
[25 Jan] 20:04:00 | INFO | Page #2  Lot #18
[25 Jan] 20:04:00 | INFO | Page #2  Lot #19
[25 Jan] 20:04:01 | INFO | Page #2  Lot #20
[25 Jan] 20:04:04 | INFO | Page #3  Lot #21
[25 Jan] 20:04:04 | INFO | Page #3  Lot #22
[25 Jan] 20:04:05 | INFO | Page #3  Lot #23
[25 Jan] 20:04:05 | INFO | Page #3  Lot #24
[25 Jan] 20:04:05 | INFO | Page #3  Lot #25
[25 Jan] 20:04:06 | INFO | Page #3  Lot #26
[25 Jan] 20:04:06 | INFO | Page #3  Lot #27
[25 Jan] 20:04:06 | INFO | Page #3  Lot #28
[25 Jan] 20:04:07 | INFO | Page #3  Lot #29
[25 Jan] 20:04:07 | INFO | Page #3  Lot #30
[25 Jan] 20:05:57 | INFO | Iteration #1

[25 Jan] 20:06:06 | INFO | Page #1  Lot #1
[25 Jan] 20:06:06 | INFO | Page #1  Lot #2
[25 Jan] 20:06:06 | INFO | Page #1  Lot #3
[25 Jan] 20:06:07 | INFO | Page #1  Lot #4
[25 Jan] 20:06:07 | INFO | Page #1  Lot #5
[25 Jan] 20:06:07 | INFO | Page #1  Lot #6
[25 Jan] 20:06:08 | INFO | Page #1  Lot #7
[25 Jan] 20:06:08 | INFO | Page #1  Lot #8
[25 Jan] 20:06:08 | INFO | Page #1  Lot #9
[25 Jan] 20:06:09 | INFO | Page #1  Lot #10
[25 Jan] 20:06:13 | INFO | Page #2  Lot #11
[25 Jan] 20:06:13 | INFO | Page #2  Lot #12
[25 Jan] 20:06:13 | INFO | Page #2  Lot #13
[25 Jan] 20:06:14 | INFO | Page #2  Lot #14
[25 Jan] 20:06:14 | INFO | Page #2  Lot #15
[25 Jan] 20:06:14 | INFO | Page #2  Lot #16
[25 Jan] 20:06:15 | INFO | Page #2  Lot #17
[25 Jan] 20:06:15 | INFO | Page #2  Lot #18
[25 Jan] 20:06:15 | INFO | Page #2  Lot #19
[25 Jan] 20:06:16 | INFO | Page #2  Lot #20
[25 Jan] 20:06:18 | INFO | Page #3  Lot #21
[25 Jan] 20:06:18 | INFO | Page #3  Lot #22
[25 Jan] 20:06:19 | INFO | Page #3  Lot #23
[25 Jan] 20:06:19 | INFO | Page #3  Lot #24
[25 Jan] 20:06:19 | INFO | Page #3  Lot #25
[25 Jan] 20:06:20 | INFO | Page #3  Lot #26
[25 Jan] 20:06:20 | INFO | Page #3  Lot #27
[25 Jan] 20:06:20 | INFO | Page #3  Lot #28
[25 Jan] 20:06:21 | INFO | Page #3  Lot #29
[25 Jan] 20:06:21 | INFO | Page #3  Lot #30
[25 Jan] 20:06:31 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF616EC2142+3514994]
	(No symbol) [0x00007FF616AE0CE2]
	(No symbol) [0x00007FF6169876AA]
	(No symbol) [0x00007FF6169D1860]
	(No symbol) [0x00007FF6169D197C]
	(No symbol) [0x00007FF616A14EE7]
	(No symbol) [0x00007FF6169F602F]
	(No symbol) [0x00007FF616A128F6]
	(No symbol) [0x00007FF6169F5D93]
	(No symbol) [0x00007FF6169C4BDC]
	(No symbol) [0x00007FF6169C5C64]
	GetHandleVerifier [0x00007FF616EEE16B+3695259]
	GetHandleVerifier [0x00007FF616F46737+4057191]
	GetHandleVerifier [0x00007FF616F3E4E3+4023827]
	GetHandleVerifier [0x00007FF616C104F9+689705]
	(No symbol) [0x00007FF616AEC048]
	(No symbol) [0x00007FF616AE8044]
	(No symbol) [0x00007FF616AE81C9]
	(No symbol) [0x00007FF616AD88C4]
	BaseThreadInitThunk [0x00007FFCAC68257D+29]
	RtlUserThreadStart [0x00007FFCAE52AA58+40]

[25 Jan] 20:07:31 | INFO | Iteration #2

[25 Jan] 20:07:40 | INFO | Page #1  Lot #1
[25 Jan] 20:07:40 | INFO | Page #1  Lot #2
[25 Jan] 20:07:41 | INFO | Page #1  Lot #3
[25 Jan] 20:07:41 | INFO | Page #1  Lot #4
[25 Jan] 20:07:41 | INFO | Page #1  Lot #5
[25 Jan] 20:07:42 | INFO | Page #1  Lot #6
[25 Jan] 20:07:42 | INFO | Page #1  Lot #7
[25 Jan] 20:07:42 | INFO | Page #1  Lot #8
[25 Jan] 20:07:43 | INFO | Page #1  Lot #9
[25 Jan] 20:07:43 | INFO | Page #1  Lot #10
[25 Jan] 20:07:47 | INFO | Page #2  Lot #11
[25 Jan] 20:07:48 | INFO | Page #2  Lot #12
[25 Jan] 20:07:48 | INFO | Page #2  Lot #13
[25 Jan] 20:07:48 | INFO | Page #2  Lot #14
[25 Jan] 20:07:49 | INFO | Page #2  Lot #15
[25 Jan] 20:07:49 | ERROR | Scaping error 
Message: element not interactable
  (Session info: chrome=120.0.6099.225)
Stacktrace:
	GetHandleVerifier [0x00007FF616EC2142+3514994]
	(No symbol) [0x00007FF616AE0CE2]
	(No symbol) [0x00007FF6169874C3]
	(No symbol) [0x00007FF6169D2D29]
	(No symbol) [0x00007FF6169C6A0F]
	(No symbol) [0x00007FF6169F5FEA]
	(No symbol) [0x00007FF6169C63B6]
	(No symbol) [0x00007FF6169F6490]
	(No symbol) [0x00007FF616A128F6]
	(No symbol) [0x00007FF6169F5D93]
	(No symbol) [0x00007FF6169C4BDC]
	(No symbol) [0x00007FF6169C5C64]
	GetHandleVerifier [0x00007FF616EEE16B+3695259]
	GetHandleVerifier [0x00007FF616F46737+4057191]
	GetHandleVerifier [0x00007FF616F3E4E3+4023827]
	GetHandleVerifier [0x00007FF616C104F9+689705]
	(No symbol) [0x00007FF616AEC048]
	(No symbol) [0x00007FF616AE8044]
	(No symbol) [0x00007FF616AE81C9]
	(No symbol) [0x00007FF616AD88C4]
	BaseThreadInitThunk [0x00007FFCAC68257D+29]
	RtlUserThreadStart [0x00007FFCAE52AA58+40]

[28 May] 01:54:38 | INFO | Iteration #1

[28 May] 01:54:44 | ERROR | Scaping error 
Message: no such element: Unable to locate element: {"method":"xpath","selector":".//a[@href='javascript:void(0)']"}
  (Session info: chrome=136.0.7103.114); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
Stacktrace:
	GetHandleVerifier [0x00007FF67A20CF45+75717]
	GetHandleVerifier [0x00007FF67A20CFA0+75808]
	(No symbol) [0x00007FF679FD8F9A]
	(No symbol) [0x00007FF67A02F4C6]
	(No symbol) [0x00007FF67A02F77C]
	(No symbol) [0x00007FF67A021D7C]
	(No symbol) [0x00007FF67A0573BF]
	(No symbol) [0x00007FF67A021C46]
	(No symbol) [0x00007FF67A057590]
	(No symbol) [0x00007FF67A07F39C]
	(No symbol) [0x00007FF67A057153]
	(No symbol) [0x00007FF67A020421]
	(No symbol) [0x00007FF67A0211B3]
	GetHandleVerifier [0x00007FF67A50D71D+3223453]
	GetHandleVerifier [0x00007FF67A507CC2+3200322]
	GetHandleVerifier [0x00007FF67A525AF3+3322739]
	GetHandleVerifier [0x00007FF67A226A1A+180890]
	GetHandleVerifier [0x00007FF67A22E11F+211359]
	GetHandleVerifier [0x00007FF67A215294+109332]
	GetHandleVerifier [0x00007FF67A215442+109762]
	GetHandleVerifier [0x00007FF67A1FBA59+4825]
	BaseThreadInitThunk [0x00007FFB87B4E8D7+23]
	RtlUserThreadStart [0x00007FFB887BC5DC+44]

